geneID,Cond WT Rep 1,Cond WT Rep 2,Cond WT Rep 3,Cond Mt Rep 1,Cond Mt Rep 2,Cond Mt Rep 3
Solyc03g026060.2.1,665,352,381,487,459,395
Solyc03g026070.2.1,313,161,88,301,360,204
Solyc03g026080.2.1,335,376,564,413,362,227
Solyc03g026090.2.1,0,1,4,291,338,179
Solyc03g026100.1.1,62,29,13,168,159,127
Solyc03g026110.2.1,499,431,346,992,927,711
Solyc03g026120.2.1,571,471,308,242,178,203
Solyc03g026130.2.1,59,28,39,86,60,82
Solyc03g026140.2.1,60,27,27,92,76,51
Solyc03g026150.2.1,306,267,342,430,452,364
Solyc03g026160.2.1,32,35,21,27,12,19
Solyc03g026170.2.1,214,146,161,322,292,236
Solyc03g026180.1.1,390,194,361,262,177,239
Solyc03g026190.2.1,672,200,282,901,858,620
Solyc03g026200.2.1,206,176,228,199,152,136
Solyc03g026210.2.1,132,82,121,131,131,83
Solyc03g026220.2.1,1446,1044,1010,1149,1008,952
Solyc03g026230.1.1,4,6,6,95,91,81
Solyc03g026240.2.1,198,90,107,489,398,313
Solyc03g026250.1.1,0,0,0,0,2,0
Solyc03g026260.2.1,132,83,101,105,97,77
Solyc03g026270.1.1,0,0,0,0,2,4
Solyc03g026280.2.1,3,2,2,16,11,12
Solyc03g026290.2.1,437,427,343,718,865,554
Solyc03g026300.2.1,433,296,268,445,491,371
Solyc03g026310.2.1,370,194,90,352,338,294
Solyc03g026320.2.1,132,118,143,162,171,122
Solyc03g026330.2.1,72,45,55,87,82,76
Solyc03g026340.2.1,1782,1557,2256,2369,2168,1838
Solyc03g026350.2.1,590,473,426,771,708,537
Solyc03g026360.1.1,41,27,28,83,115,81
Solyc03g026370.1.1,24,19,13,75,77,77
Solyc03g026400.1.1,0,0,0,0,5,0
Solyc03g026410.1.1,0,0,0,0,0,0
Solyc03g031410.1.1,0,0,0,0,0,0
Solyc03g031420.1.1,490,262,181,650,720,596
Solyc03g031430.1.1,79,27,14,83,66,62
Solyc03g031440.2.1,174,71,46,137,85,134
Solyc03g031450.2.1,0,0,0,0,1,0
Solyc03g031460.1.1,297,301,266,497,503,337
Solyc03g031470.2.1,314,291,191,41,16,28
Solyc03g031480.2.1,5527,12638,13674,1451,1081,1001
Solyc03g031490.2.1,9046,20492,19182,3083,2384,2046
Solyc03g031500.1.1,2092,4258,3947,359,234,333
Solyc03g031510.2.1,12675,27186,28696,5036,3921,3801
Solyc03g031520.2.1,18157,42216,41777,7109,5272,5278
Solyc03g031530.2.1,403,654,573,423,312,311
Solyc03g031540.1.1,0,0,0,0,0,0
Solyc03g031550.1.1,0,0,0,0,0,0
Solyc03g031560.2.1,37,36,45,24,39,24
Solyc03g031570.2.1,6,6,4,4,6,3
Solyc03g031580.1.1,0,0,0,0,0,0
Solyc03g031590.2.1,0,0,0,0,0,0
Solyc03g031600.2.1,253,186,294,257,355,224
Solyc03g031610.1.1,0,0,0,349,477,267
Solyc03g031620.2.1,1278,1106,802,845,808,589
Solyc03g031630.2.1,0,0,0,0,0,0
Solyc03g031640.1.1,0,0,0,0,0,0
Solyc03g031650.2.1,34,58,125,46,45,47
Solyc03g031660.1.1,0,0,0,0,0,0
Solyc03g031670.2.1,703,325,290,784,636,528
Solyc03g031680.2.1,174,146,116,275,245,185
Solyc03g031690.2.1,377,477,589,490,517,336
Solyc03g031700.2.1,947,735,617,1171,1063,824
Solyc03g031710.1.1,272,422,544,281,242,163
Solyc03g031720.2.1,719,543,327,1020,969,707
Solyc03g031730.2.1,36,40,35,17,13,16
Solyc03g031740.1.1,173,489,306,310,201,184
Solyc03g031750.1.1,311,305,217,435,436,331
Solyc03g031760.2.1,303,188,144,519,641,372
Solyc03g031770.2.1,144,103,147,458,290,357
Solyc03g031780.2.1,21,17,14,79,99,74
Solyc03g031790.1.1,1365,947,654,1472,1418,1138
Solyc03g031800.2.1,321,399,225,238,250,188
Solyc03g031810.2.1,337,285,633,140,97,132
Solyc03g031820.2.1,184,139,102,224,218,166
Solyc03g031830.1.1,4,4,4,9,26,14
Solyc03g031840.2.1,723,649,774,1039,1043,733
Solyc03g031850.1.1,319,305,499,330,287,249
Solyc03g031860.2.1,5649,3819,2014,2753,2169,2113
Solyc03g031870.1.1,1,2,1,3,3,2
Solyc03g031880.2.1,450,387,721,477,550,392
Solyc03g031890.2.1,246,172,191,139,130,149
Solyc03g031900.1.1,2,1,0,0,0,0
Solyc03g031910.2.1,132,75,9,328,338,288
Solyc03g031920.2.1,1629,996,870,1205,1081,933
Solyc03g031930.1.1,0,0,0,0,0,0
Solyc03g031940.2.1,698,400,328,1937,1775,1432
Solyc03g031950.1.1,3946,2384,2201,3463,3164,2786
Solyc03g031960.1.1,0,0,0,0,0,0
Solyc03g031970.2.1,1630,716,562,3433,3391,2453
Solyc03g031980.2.1,85,53,25,142,129,93
Solyc03g031990.2.1,22,7,31,23,21,14
Solyc03g032000.2.1,668,611,688,653,659,459
Solyc03g032010.2.1,1602,1129,1554,3133,2322,2563
Solyc03g032020.2.1,955,569,882,2528,1991,2056
Solyc03g032030.2.1,88,153,152,111,110,87
Solyc03g032040.2.1,479,347,295,1000,983,719
Solyc03g032050.2.1,356,342,354,413,419,347
Solyc03g032060.1.1,70,53,30,103,109,83
Solyc03g032070.2.1,559,415,350,1221,1246,914
Solyc03g032080.2.1,0,0,1,0,0,0
Solyc03g032090.1.1,1605,573,288,1279,1131,1083
Solyc03g032100.1.1,206,148,111,258,213,194
Solyc03g032110.1.1,0,0,1,13,16,10
Solyc03g032120.2.1,92,67,120,129,112,66
Solyc03g032130.2.1,1375,1803,2488,2738,2708,1903
Solyc03g032140.2.1,454,354,469,674,622,551
Solyc03g032150.2.1,165,149,86,192,188,168
Solyc03g032160.2.1,1484,1036,1063,1612,1548,1219
Solyc03g032170.1.1,1,0,0,5,4,1
Solyc03g032180.2.1,113,73,65,288,264,185
Solyc03g032190.2.1,28,27,34,262,269,184
Solyc03g032200.1.1,0,0,2,2,5,4
Solyc03g032210.2.1,165,115,50,464,553,356
Solyc03g032220.2.1,28,37,33,42,34,35
Solyc03g032230.1.1,0,0,0,0,0,0
Solyc03g032240.2.1,3433,2784,5475,4448,3266,3773
Solyc03g033240.1.1,0,0,0,0,0,0
Solyc03g033250.1.1,1,7,7,10,3,2
Solyc03g033260.2.1,40,27,48,50,53,41
Solyc03g033270.2.1,0,0,0,0,0,0
Solyc03g033280.1.1,28,9,27,43,23,30
Solyc03g033290.1.1,0,0,0,2,3,0
Solyc03g033300.1.1,34,26,16,2,1,2
Solyc03g033310.2.1,159,126,166,297,255,210
Solyc03g033320.2.1,155,123,149,138,141,97
Solyc03g033330.2.1,148,217,149,174,206,140
Solyc03g033340.2.1,1023,960,830,827,775,648
Solyc03g033350.2.1,16,9,4,25,34,26
Solyc03g033360.1.1,5,11,9,36,29,38
Solyc03g033370.2.1,60,71,102,62,60,39
Solyc03g033380.2.1,509,345,407,751,802,533
Solyc03g033390.2.1,110,101,76,322,334,244
Solyc03g033400.2.1,268,207,237,381,353,258
Solyc03g033410.2.1,10,6,15,10,5,7
Solyc03g033420.2.1,1607,1654,3746,1536,1288,1159
Solyc03g033430.1.1,0,0,0,0,0,0
Solyc03g033440.1.1,0,0,0,0,1,0
Solyc03g033450.2.1,124,99,62,186,230,136
Solyc03g033460.2.1,230,121,97,175,107,92
Solyc03g033470.2.1,89,121,184,168,164,131
Solyc03g033480.2.1,73,78,95,122,124,82
Solyc03g033490.1.1,9,10,11,11,11,16
Solyc03g033500.2.1,286,245,340,433,410,328
Solyc03g033510.2.1,240,132,97,231,261,183
Solyc03g033520.2.1,159,80,75,265,251,177
Solyc03g033530.2.1,46,32,35,82,116,76
Solyc03g033540.2.1,607,389,395,1356,1152,1017
Solyc03g033550.2.1,19,36,32,32,23,19
Solyc03g033560.2.1,645,588,624,966,900,802
Solyc03g033570.1.1,0,0,2,0,0,1
Solyc03g033580.2.1,1403,1616,2295,1973,1596,1627
Solyc03g033590.1.1,24,43,7,55,31,48
Solyc03g033600.2.1,160,205,214,254,242,147
Solyc03g033610.1.1,63,26,13,209,227,158
Solyc03g033620.2.1,302,253,133,374,312,255
Solyc03g033630.2.1,845,305,150,1159,1043,805
Solyc03g033640.2.1,339,243,268,263,243,223
Solyc03g033650.2.1,232,214,231,177,178,170
Solyc03g033660.2.1,189,166,144,122,133,87
Solyc03g033670.1.1,0,0,0,0,0,0
Solyc03g033680.1.1,1,1,4,2,3,6
Solyc03g033690.1.1,1,0,0,3,0,0
Solyc03g033700.1.1,0,0,0,0,0,0
Solyc03g033710.2.1,3,0,2,2,0,0
Solyc03g033720.2.1,88,113,49,184,208,159
Solyc03g033730.1.1,0,0,0,4,0,2
Solyc03g033740.2.1,0,0,0,0,0,0
Solyc03g033750.1.1,2,0,0,12,2,4
Solyc03g033760.1.1,0,0,0,0,0,0
Solyc03g033770.1.1,0,2,0,3,2,4
Solyc03g033780.1.1,0,0,0,0,0,0
Solyc03g033790.2.1,3,0,2,31,8,20
Solyc03g033800.1.1,0,0,0,0,0,0
Solyc03g033810.2.1,9,5,15,7,6,5
Solyc03g033820.1.1,4,2,0,10,12,15
Solyc03g033830.2.1,34,14,8,56,86,52
Solyc03g033840.2.1,117,63,48,560,410,397
Solyc03g033850.2.1,41,20,35,53,48,27
Solyc03g033860.1.1,4,4,3,21,30,16
Solyc03g033870.1.1,0,0,0,0,0,0
Solyc03g033880.1.1,0,0,0,0,0,0
Solyc03g033890.1.1,0,0,0,0,0,0
Solyc03g033900.1.1,0,0,0,0,0,0
Solyc03g033910.1.1,0,0,0,7,0,4
Solyc03g033920.1.1,1,0,0,2,1,1
Solyc03g033930.1.1,0,0,0,0,0,0
Solyc03g033940.1.1,0,0,0,0,0,0
Solyc03g033950.2.1,1018,522,544,1418,1296,957
Solyc03g033960.1.1,8,3,2,9,8,9
Solyc03g033970.1.1,0,1,0,0,0,0
Solyc03g033980.2.1,573,404,574,837,730,538
Solyc03g033990.1.1,231,220,406,202,152,119
Solyc03g034000.2.1,52,37,23,20,13,21
Solyc03g034010.2.1,62,97,149,142,136,91
Solyc03g034020.2.1,118,95,36,315,288,203
Solyc03g034030.2.1,6,20,32,19,16,16
Solyc03g034040.1.1,0,0,0,0,0,0
Solyc03g034050.2.1,104,128,191,103,84,73
Solyc03g034060.2.1,1582,815,1560,3305,2407,2803
Solyc03g034070.1.1,111,132,76,226,224,194
Solyc03g034080.2.1,1546,591,422,2116,2039,1555
Solyc03g034090.2.1,189,285,364,227,193,154
Solyc03g034100.2.1,15,24,16,24,16,32
Solyc03g034110.2.1,0,0,0,0,1,0
Solyc03g034120.2.1,0,1,2,1,2,3
Solyc03g034130.2.1,0,0,0,0,0,0
Solyc03g034140.2.1,29,46,82,51,39,62
Solyc03g034150.1.1,0,0,0,1,2,0
Solyc03g034160.2.1,8,8,6,6,7,6
Solyc03g034170.2.1,181,243,118,221,242,157
Solyc03g034180.2.1,488,648,702,598,566,371
Solyc03g034190.2.1,300,329,392,338,284,233
Solyc03g034200.2.1,1547,814,963,2191,2126,1571
Solyc03g034210.1.1,0,0,0,0,0,0
Solyc03g034220.2.1,11806,20497,14763,19714,20075,14007
Solyc03g034230.2.1,1362,1491,2788,1753,1256,1391
Solyc03g034240.2.1,973,1212,997,247,184,183
Solyc03g034250.2.1,72,110,61,131,138,97
Solyc03g034260.1.1,1,0,0,0,0,0
Solyc03g034270.2.1,179,91,185,195,141,157
Solyc03g034280.2.1,13914,17299,42088,18759,13863,14688
Solyc03g034290.1.1,0,0,0,0,0,0
Solyc03g034300.1.1,19,9,17,23,20,16
Solyc03g034310.1.1,0,0,0,0,1,0
Solyc03g034320.2.1,0,2,2,3,4,4
Solyc03g034330.1.1,0,0,1,13,10,4
Solyc03g034340.1.1,2,0,0,2,3,0
Solyc03g034360.2.1,8,8,21,9,14,11
Solyc03g034370.1.1,328,485,391,578,633,412
Solyc03g034380.1.1,7,7,7,111,105,79
Solyc03g034390.1.1,56,84,42,476,542,345
Solyc03g034400.2.1,69,99,29,135,115,90
Solyc03g034410.1.1,0,2,0,2,6,9
Solyc03g034420.1.1,0,0,0,0,0,0
Solyc03g034430.1.1,1689,1399,980,2298,2112,1695
Solyc03g034440.2.1,2116,1708,1287,2301,2160,1619
Solyc03g034450.2.1,214,227,358,402,406,316
Solyc03g034460.2.1,90,96,171,111,102,83
Solyc03g036460.1.1,4,6,17,2,4,1
Solyc03g036470.1.1,12,7,0,29,36,6
Solyc03g036480.1.1,3,0,0,12,5,10
Solyc03g037490.1.1,0,1,0,0,2,0
Solyc03g042500.1.1,2,4,2,1,1,0
Solyc03g042510.1.1,0,0,0,4,3,0
Solyc03g042520.1.1,1,1,0,0,2,0
Solyc03g042530.1.1,0,0,0,0,0,0
Solyc03g042540.1.1,0,0,0,0,0,0
Solyc03g042550.1.1,4,10,6,2,1,0
Solyc03g042560.1.1,19,10,13,161,199,125
Solyc03g043570.1.1,0,0,0,0,0,0
Solyc03g043580.1.1,0,0,0,2,3,2
Solyc03g043590.1.1,0,0,2,0,0,0
Solyc03g043600.1.1,275,192,193,456,490,365
Solyc03g043610.1.1,2,4,0,2,1,1
Solyc03g043620.1.1,0,0,0,0,0,0
Solyc03g043630.1.1,0,0,0,0,0,0
Solyc03g043640.2.1,28,18,20,28,25,18
Solyc03g043650.1.1,0,0,0,1,0,0
Solyc03g043660.2.1,561,271,231,966,955,758
Solyc03g043670.1.1,0,0,0,0,0,0
Solyc03g043680.1.1,0,0,0,0,0,0
Solyc03g043690.1.1,0,0,0,0,0,0
Solyc03g043700.2.1,16,28,20,58,66,41
Solyc03g043710.1.1,2,0,3,4,0,0
Solyc03g043720.2.1,114,131,259,138,109,81
Solyc03g043730.1.1,0,0,0,0,0,0
Solyc03g043740.2.1,151,91,129,36,31,28
Solyc03g043750.2.1,1336,915,837,459,369,301
Solyc03g043760.2.1,779,551,697,1176,942,881
Solyc03g043770.2.1,146,61,76,388,393,296
Solyc03g043780.1.1,0,0,0,0,0,0
Solyc03g043790.1.1,0,0,0,0,0,2
Solyc03g043810.1.1,0,1,0,0,0,0
Solyc03g043820.1.1,0,0,0,0,0,0
Solyc03g043830.1.1,0,0,0,0,0,0
Solyc03g043840.1.1,0,0,0,0,0,0
Solyc03g043850.2.1,0,0,0,0,0,0
Solyc03g043860.2.1,6,4,6,70,67,62
Solyc03g043870.2.1,42,65,54,96,84,64
Solyc03g043880.2.1,139,119,235,221,144,166
Solyc03g043890.2.1,44,67,26,36,27,20
Solyc03g043900.1.1,3,0,4,9,18,9
Solyc03g043910.2.1,286,206,249,160,88,116
Solyc03g043920.2.1,0,0,0,1,0,0
Solyc03g043930.2.1,1822,1420,2386,1990,1399,1481
Solyc03g043940.2.1,7,21,36,8,34,12
Solyc03g043950.2.1,811,461,343,703,625,560
Solyc03g043960.2.1,787,984,1732,889,717,651
Solyc03g043970.1.1,0,0,2,0,0,0
Solyc03g043980.1.1,0,0,0,0,0,0
Solyc03g043990.1.1,0,0,0,0,0,0
Solyc03g044000.1.1,2939,4407,4218,4510,4504,3489
Solyc03g044010.2.1,2060,2548,5002,1229,1059,998
Solyc03g044020.2.1,128,83,49,417,414,341
Solyc03g044030.1.1,0,0,0,0,0,0
Solyc03g044040.1.1,1,0,4,4,6,12
Solyc03g044050.1.1,5,5,2,1,1,2
Solyc03g044060.2.1,489,268,204,722,628,525
Solyc03g044070.1.1,0,0,0,0,0,0
Solyc03g044080.2.1,20,26,33,34,43,36
Solyc03g044090.2.1,82,52,38,342,257,223
Solyc03g044100.2.1,101,59,33,31,47,24
Solyc03g044110.1.1,0,0,0,1,0,0
Solyc03g044120.1.1,30,42,15,7,4,12
Solyc03g044140.2.1,764,656,635,1040,988,670
Solyc03g044150.2.1,2944,2432,1322,5660,5601,3799
Solyc03g044160.1.1,171,103,53,391,322,224
Solyc03g044170.1.1,0,0,0,0,0,0
Solyc03g044180.1.1,0,0,0,0,0,2
Solyc03g044190.2.1,592,432,364,613,571,483
Solyc03g044200.2.1,1502,1244,807,191,169,142
Solyc03g044210.2.1,4546,6631,12056,2387,1808,1859
Solyc03g044220.1.1,337,237,168,338,341,269
Solyc03g044230.1.1,4,2,0,5,1,4
Solyc03g044240.1.1,0,0,0,0,0,0
Solyc03g044250.1.1,2,0,0,16,1,6
Solyc03g044260.2.1,275,340,391,361,407,285
Solyc03g044270.2.1,517,449,544,668,639,483
Solyc03g044280.1.1,0,0,0,0,0,0
Solyc03g044290.1.1,0,0,0,0,0,0
Solyc03g044300.2.1,257,180,120,456,363,352
Solyc03g044310.1.1,0,0,0,0,0,0
Solyc03g044320.2.1,0,0,0,0,0,0
Solyc03g044330.1.1,4750,2704,2601,7613,6616,5885
Solyc03g044340.1.1,0,0,0,0,0,0
Solyc03g044350.1.1,36,25,18,27,21,17
Solyc03g044360.1.1,0,0,0,0,0,0
Solyc03g044370.2.1,16,10,7,39,41,32
Solyc03g044380.2.1,648,538,629,1043,911,781
Solyc03g044390.1.1,0,0,0,0,0,0
Solyc03g044400.1.1,0,0,0,0,0,0
Solyc03g044410.1.1,0,0,0,0,0,0
Solyc03g044420.1.1,1,0,0,1,3,0
Solyc03g044430.2.1,962,849,2207,582,440,415
Solyc03g044440.1.1,0,2,2,0,0,0
Solyc03g044450.1.1,0,0,0,0,0,0
Solyc03g044460.1.1,0,0,0,0,0,0
Solyc03g044470.2.1,709,523,464,444,474,352
Solyc03g044480.2.1,164,186,287,212,217,157
Solyc03g044490.1.1,0,0,0,0,0,0
Solyc03g044500.1.1,0,0,0,0,0,0
Solyc03g044510.2.1,89,92,78,177,138,105
Solyc03g044520.1.1,0,3,0,0,1,1
Solyc03g044530.1.1,0,0,0,0,2,0
Solyc03g044540.1.1,0,0,0,0,0,0
Solyc03g044550.1.1,0,0,0,0,0,0
Solyc03g044560.1.1,0,0,0,0,0,0
Solyc03g044570.1.1,0,0,0,0,0,0
Solyc03g044580.1.1,0,0,0,0,0,0
Solyc03g044590.2.1,52,23,3,41,35,38
Solyc03g044600.1.1,20,24,26,37,28,16
Solyc03g044610.1.1,0,0,0,0,0,0
Solyc03g044620.2.1,753,429,380,1118,1035,781
Solyc03g044630.1.1,10,10,25,3,16,4
Solyc03g044640.1.1,0,0,0,0,0,0
Solyc03g044660.2.1,327,391,415,473,457,336
Solyc03g044670.1.1,360,243,116,110,82,103
Solyc03g044690.1.1,0,0,0,0,0,0
Solyc03g044700.1.1,0,0,0,0,0,0
Solyc03g044710.2.1,15,3,4,55,55,41
Solyc03g044720.1.1,176,179,217,162,166,118
Solyc03g044730.1.1,0,0,0,2,0,0
Solyc03g044740.2.1,4307,4218,3313,562,535,413
Solyc03g044790.2.1,78,64,35,75,51,51
Solyc03g044800.1.1,7,9,17,38,18,22
Solyc03g044810.1.1,30,27,30,47,33,21
Solyc03g044820.2.1,22,39,39,58,55,41
Solyc03g044830.2.1,199,148,293,190,158,163
Solyc03g044840.1.1,0,0,0,0,0,0
Solyc03g044850.1.1,0,0,2,0,3,0
Solyc03g044860.1.1,0,0,0,0,2,5
Solyc03g044870.1.1,0,0,0,0,0,0
Solyc03g044880.2.1,158,182,293,274,345,231
Solyc03g044890.1.1,0,1,2,10,14,12
Solyc03g044900.2.1,107,192,127,239,253,189
Solyc03g044910.1.1,317,199,357,426,330,328
Solyc03g044920.1.1,0,0,0,0,0,0
Solyc03g044930.1.1,0,0,0,0,0,0
Solyc03g044940.1.1,0,0,0,0,0,0
Solyc03g044950.1.1,0,0,0,0,0,0
Solyc03g044960.1.1,131,236,211,108,69,99
Solyc03g044970.1.1,0,0,0,0,0,0
Solyc03g044980.1.1,1,0,0,0,0,0
Solyc03g044990.1.1,0,0,0,0,0,0
Solyc03g045000.1.1,3,0,2,0,2,0
Solyc03g045010.1.1,3,2,6,0,0,0
Solyc03g045020.2.1,10,5,2,1,2,0
Solyc03g045030.1.1,35,15,20,3,10,1
Solyc03g045040.1.1,0,0,0,0,0,0
Solyc03g045050.2.1,1742,786,674,2845,2826,2324
Solyc03g045060.2.1,458,299,361,647,544,493
Solyc03g045070.1.1,57,46,38,93,86,54
Solyc03g045080.1.1,50,76,122,60,43,56
Solyc03g045090.2.1,485,529,482,661,714,451
Solyc03g045100.1.1,0,1,0,1,0,0
Solyc03g045110.2.1,4,8,30,8,17,7
Solyc03g045120.1.1,9,5,4,4,8,8
Solyc03g045130.1.1,2,0,2,0,0,0
Solyc03g045140.2.1,80,134,142,85,70,44
Solyc03g045150.1.1,4,4,1,0,0,0
Solyc03g046160.1.1,0,0,0,0,0,0
Solyc03g046170.1.1,0,0,0,0,0,0
Solyc03g046180.1.1,0,0,0,0,0,0
Solyc03g046190.1.1,0,0,0,0,0,0
Solyc03g046200.1.1,83,65,38,1697,2109,1329
Solyc03g046220.1.1,0,0,0,0,0,0
Solyc03g046230.1.1,0,0,0,0,0,0
Solyc03g046240.1.1,0,0,0,0,0,0
Solyc03g046250.1.1,30,25,46,47,37,12
Solyc03g046260.1.1,0,0,0,0,0,0
Solyc03g046270.2.1,57,36,28,46,54,25
Solyc03g046280.1.1,0,0,0,0,0,0
Solyc03g046290.1.1,0,0,0,0,0,0
Solyc03g046300.1.1,0,0,0,0,0,0
Solyc03g046310.1.1,0,0,0,0,0,0
Solyc03g046320.2.1,2788,5615,13805,1668,1239,1370
Solyc03g046330.1.1,0,0,0,0,0,0
Solyc03g046340.2.1,553,347,202,746,812,564
Solyc03g046350.2.1,261,292,387,434,424,333
Solyc03g046360.1.1,0,0,0,0,0,0
Solyc03g046370.1.1,0,0,0,0,0,0
Solyc03g046380.1.1,2,5,4,30,33,24
Solyc03g046390.1.1,2,2,0,2,5,1
Solyc03g046400.2.1,0,0,0,0,0,0
Solyc03g046410.2.1,10,6,0,27,17,9
Solyc03g046420.1.1,0,0,0,0,0,0
Solyc03g046430.1.1,0,0,0,0,0,0
Solyc03g046440.1.1,13,44,8,15,11,6
Solyc03g046450.2.1,2110,1167,1396,2168,1832,1604
Solyc03g046460.1.1,0,0,0,0,0,0
Solyc03g046470.2.1,384,209,123,704,830,619
Solyc03g046480.1.1,0,0,0,0,0,0
Solyc03g046490.1.1,0,0,0,0,0,0
Solyc03g046510.1.1,0,0,0,0,0,0
Solyc03g046540.1.1,5,2,2,0,0,2
Solyc03g046570.2.1,243,215,332,373,388,326
Solyc03g046580.1.1,12,5,3,979,1251,767
Solyc03g046590.2.1,423,242,174,614,716,471
Solyc03g051590.1.1,0,0,0,0,0,0
Solyc03g051600.1.1,0,0,0,0,0,0
Solyc03g051610.1.1,0,0,0,0,0,0
Solyc03g051620.1.1,0,0,0,0,0,0
Solyc03g051630.1.1,0,0,0,0,0,1
Solyc03g051640.1.1,0,0,0,0,0,0
Solyc03g051650.1.1,0,0,0,0,0,0
Solyc03g051660.1.1,0,0,0,0,0,0
Solyc03g051670.1.1,0,0,0,0,0,0
Solyc03g051680.1.1,0,0,0,0,0,0
Solyc03g051690.1.1,0,0,0,0,0,0
Solyc03g051700.1.1,0,0,0,0,1,0
Solyc03g051710.1.1,0,0,0,0,0,0
Solyc03g051720.1.1,0,0,0,0,0,0
Solyc03g051730.1.1,0,0,0,0,0,0
Solyc03g051740.1.1,0,0,0,0,0,0
Solyc03g051750.1.1,0,0,0,0,0,0
Solyc03g051760.1.1,0,0,0,0,0,0
Solyc03g051770.2.1,388,278,228,351,375,270
Solyc03g051780.1.1,13,14,12,17,20,13
Solyc03g051790.2.1,1185,886,811,647,539,449
Solyc03g051800.1.1,0,0,0,0,0,0
Solyc03g051810.2.1,183,219,175,251,241,154
Solyc03g051820.1.1,0,0,0,0,0,0
Solyc03g051880.1.1,0,0,0,0,0,0
Solyc03g051890.1.1,0,0,0,0,0,0
Solyc03g051900.2.1,364,170,93,780,760,572
Solyc03g051910.1.1,0,0,0,0,0,0
Solyc03g051920.2.1,545,396,377,858,879,629
Solyc03g051930.2.1,59,44,31,53,58,47
Solyc03g051940.1.1,0,0,0,3,5,8
Solyc03g051950.2.1,56,47,86,56,72,40
Solyc03g051960.2.1,8,4,9,3981,5435,3339
Solyc03g051970.2.1,446,381,840,497,446,409
Solyc03g052970.1.1,0,0,0,2,0,0
Solyc03g052980.2.1,944,524,430,1380,1348,941
Solyc03g052990.2.1,112,125,120,358,273,292
Solyc03g053000.2.1,170,89,37,186,152,102
Solyc03g053010.2.1,905,784,920,930,929,634
Solyc03g053020.2.1,614,371,238,242,213,165
Solyc03g053030.1.1,0,0,0,0,0,0
Solyc03g053040.1.1,22,7,4,39,28,20
Solyc03g053050.1.1,2,1,0,0,0,1
Solyc03g053060.1.1,0,0,0,0,0,0
Solyc03g053070.1.1,0,0,0,0,0,0
Solyc03g053080.1.1,83,41,15,123,126,84
Solyc03g053090.1.1,0,0,0,0,3,1
Solyc03g053100.2.1,263,184,187,509,507,403
Solyc03g053110.2.1,430,600,604,723,767,556
Solyc03g053120.1.1,2,0,0,0,0,0
Solyc03g053130.2.1,4,1,5,3501,4888,2846
Solyc03g053140.1.1,0,0,0,0,0,0
Solyc03g058140.1.1,0,0,0,0,0,0
Solyc03g058150.1.1,0,0,0,0,0,0
Solyc03g058160.2.1,28,16,10,16,25,24
Solyc03g058170.1.1,0,0,0,0,0,0
Solyc03g058180.1.1,0,0,0,0,0,0
Solyc03g058190.2.1,393,287,223,506,488,377
Solyc03g058200.1.1,0,0,0,0,0,0
Solyc03g058210.1.1,0,0,0,0,0,0
Solyc03g058220.1.1,0,0,0,0,0,0
Solyc03g058230.1.1,1,0,0,0,0,0
Solyc03g058240.1.1,0,0,0,0,0,0
Solyc03g058250.1.1,0,0,0,0,0,0
Solyc03g058260.1.1,0,0,0,0,0,0
Solyc03g058270.1.1,0,0,0,0,0,0
Solyc03g058280.1.1,0,0,0,0,0,0
Solyc03g058300.1.1,0,0,0,0,0,0
Solyc03g058310.1.1,0,0,0,0,0,0
Solyc03g058320.1.1,0,0,0,0,0,0
Solyc03g058330.2.1,0,0,0,2,2,4
Solyc03g058340.2.1,276,503,841,352,319,258
Solyc03g058350.2.1,1357,624,459,2009,1944,1509
Solyc03g058360.1.1,0,0,0,0,0,0
Solyc03g058370.1.1,6,0,6,74,82,69
Solyc03g058380.2.1,1348,759,795,1907,1636,1411
Solyc03g058390.1.1,619,312,311,742,757,601
Solyc03g058400.2.1,3916,3337,5366,4114,3102,3203
Solyc03g058410.1.1,0,0,0,0,0,0
Solyc03g058420.1.1,0,0,0,0,0,0
Solyc03g058430.1.1,7295,7084,12044,8636,6458,7244
Solyc03g058440.1.1,1,1,0,5,1,2
Solyc03g058450.2.1,14298,9561,20202,12608,9048,10049
Solyc03g058460.1.1,3,0,3,1,2,0
Solyc03g058470.1.1,152,102,107,186,172,125
Solyc03g058480.1.1,0,0,1,2,2,0
Solyc03g058490.1.1,0,0,0,2,2,1
Solyc03g058500.1.1,0,0,0,1,1,1
Solyc03g058510.2.1,5,0,0,2,4,4
Solyc03g058520.1.1,0,0,0,0,0,0
Solyc03g058530.1.1,0,0,0,0,0,0
Solyc03g058540.1.1,0,0,0,0,0,0
Solyc03g058550.1.1,0,0,0,0,0,0
Solyc03g058560.1.1,0,0,0,0,0,0
Solyc03g058570.1.1,0,0,0,0,0,0
Solyc03g058580.1.1,0,0,0,0,0,0
Solyc03g058610.1.1,0,0,0,0,0,0
Solyc03g058620.1.1,0,0,0,0,0,0
Solyc03g058630.1.1,0,0,0,0,0,0
Solyc03g058640.1.1,0,0,0,0,0,0
Solyc03g058650.1.1,0,0,0,0,0,0
Solyc03g058660.1.1,0,0,0,0,0,0
Solyc03g058670.1.1,0,0,0,0,0,0
Solyc03g058680.1.1,0,0,0,0,0,0
Solyc03g058690.1.1,0,0,0,0,0,0
Solyc03g058700.1.1,0,0,0,0,0,0
